filename; file size V1; file size V2; file size V1 no comment; file size V2 no comment; diff line count;LTS size V1; LTS size V2; CFG size V1; CFG size V2;;;;
NOAVH35.COB ;620;449;474;301;1071;185;84;173;64;;;;
NOAVH36.COB ;1038;804;892;648;1844;205;108;183;77;;;;
NOAVH37.COB ;646;472;500;324;1120;195;94;178;69;;;;
NOAVH38.COB ;618;449;472;301;1069;185;84;173;64;;;;
NOAVH39.COB ;1113;531;903;376;1646;285;84;271;64;;;;
NOAVH40.COB ;1083;511;873;356;1596;285;84;271;64;;;;
NOAVH41.COB ;1047;789;871;595;1838;313;172;273;115;;;;
NOAVH42.COB ;1521;823;1310;665;2346;391;194;324;120;;;;
NOAVK01.COB ;1699;1252;1405;882;2953;630;310;576;221;;;;
NOAVK02.COB ;674;486;528;338;1162;187;86;174;65;;;;
NOAVK03.COB ;703;502;557;354;1207;189;88;175;66;;;;
NOAVK04.COB ;834;592;688;441;1428;207;110;184;78;;;;
NOAVK05.COB ;720;514;574;366;1236;195;94;178;69;;;;
NOAVK06.COB ;648;468;502;320;1118;183;82;172;63;;;;
NOAVK07.COB ;592;432;446;284;1026;179;78;170;61;;;;
NOAVK08.COB ;849;654;673;460;1505;283;142;258;100;;;;
NOAVK09.COB ;714;511;568;363;1227;193;92;177;68;;;;
NOAVK10.COB ;1002;460;792;305;1464;285;84;271;64;;;;
NOAVK11.COB ;990;455;780;300;1447;287;86;272;65;;;;
NOAVK12.COB ;624;450;478;302;1076;179;78;170;61;;;;
NOAVK13.COB ;1012;466;802;311;1480;277;76;267;60;;;;
NOAVK14.COB ;705;501;559;353;1208;183;82;172;63;;;;
NOAVK15.COB ;634;460;488;312;1096;179;78;170;61;;;;
NOAVK16.COB ;604;440;458;292;1046;179;78;170;61;;;;
NOAVK17.COB ;676;488;530;340;1166;191;90;176;67;;;;
NOAVK18.COB ;588;429;442;281;1019;177;76;169;60;;;;
NOAVK19.COB ;648;469;502;321;1119;185;84;173;64;;;;
NOAVK20.COB ;644;467;498;319;1113;181;80;171;62;;;;
NOAVK21.COB ;616;448;470;300;1066;179;78;170;61;;;;
NOAVK22.COB ;654;471;508;323;1127;185;84;173;64;;;;
NOAVK23.COB ;796;574;650;423;1372;207;110;184;78;;;;
NOAVK24.COB ;604;438;458;290;1044;179;78;170;61;;;;
NOAVK25.COB ;757;539;611;391;1298;195;94;178;69;;;;
NOAVN01.COB ;869;669;693;475;1540;285;144;259;101;;;;
NOAVN05.COB ;1024;777;848;583;1803;311;170;272;114;;;;
NOAVN07.COB ;698;497;552;349;1197;185;84;173;64;;;;
NOAVN08.COB ;996;723;850;572;1721;265;168;213;107;;;;
NOAVN09.COB ;1192;908;1005;696;2102;347;200;296;130;;;;
NOAVN11.COB ;1310;895;1164;744;2207;221;124;191;85;;;;
NOAVN12.COB ;1469;1005;1323;854;2476;243;146;202;96;;;;
NOAVN13.COB ;891;684;715;487;1577;317;153;288;107;;;;
NOAVN14.COB ;1096;861;891;612;1959;387;190;343;127;;;;
NOAVN16.COB ;901;695;725;501;1598;293;152;263;105;;;;
NOAVN18.COB ;875;678;699;484;1555;287;146;260;102;;;;
NOAVN19.COB ;1277;894;1124;726;2173;256;134;225;93;;;;
NOAVN21.COB ;785;602;609;410;1389;285;123;265;89;;;;
NOAVN22.COB ;894;694;718;497;1590;321;159;290;111;;;;
NOAVN24.COB ;906;695;730;501;1603;288;151;257;104;;;;
NOAVN26.COB ;888;683;712;489;1573;287;146;260;102;;;;
NOAVN28.COB ;864;665;688;471;1531;283;142;258;100;;;;
NOAVN30.COB ;849;623;703;465;1474;235;131;207;93;;;;
NOAVN31.COB ;837;602;691;447;1441;214;106;198;81;;;;
NOAVN33.COB ;685;499;539;348;1186;209;97;191;71;;;;
NOAVN35.COB ;618;451;472;303;1071;189;88;175;66;;;;
NOAVN37.COB ;750;544;604;392;1296;194;97;182;76;;;;
NOAVN38.COB ;1153;836;981;650;1991;273;142;235;95;;;;
NOAVN39.COB ;985;788;792;557;1775;357;174;323;120;;;;
NOAVN41.COB ;769;590;593;398;1361;281;118;263;86;;;;
NOAVN43.COB ;878;676;702;482;1556;285;144;259;101;;;;
NOAVN45.COB ;863;677;683;474;1542;289;144;264;101;;;;
NOAVN47.COB ;1489;1224;1224;842;2715;626;248;585;163;;;;
NOAVN49.COB ;940;712;794;556;1654;231;134;196;90;;;;
NOAVN50.COB ;738;541;592;390;1281;213;116;187;81;;;;
NOAVN51.COB ;787;598;611;409;1387;271;119;252;86;;;;
NOAVN55.COB ;986;757;810;560;1745;317;165;281;112;;;;
NOAVN57.COB ;778;558;632;407;1338;207;110;184;78;;;;
NOAVN58.COB ;770;557;624;406;1329;209;112;185;79;;;;
NOAVN59.COB ;759;552;613;401;1313;209;112;185;79;;;;
NOAVN60.COB ;788;592;612;403;1382;269;117;251;85;;;;
NOAVN62.COB ;808;608;632;419;1418;273;121;253;87;;;;
NOAVN64.COB ;586;430;440;282;1018;183;82;172;63;;;;
NOAVN65.COB ;584;425;438;277;1011;177;76;169;60;;;;
NOAVN70.COB ;695;496;549;348;1193;189;88;175;66;;;;
NOAVN71.COB ;1415;1102;1269;946;2519;325;228;243;137;;;;
NOAVN72.COB ;686;490;540;342;1178;187;86;174;65;;;;
NOAVN73.COB ;705;502;559;354;1209;185;84;173;64;;;;
NOAVN74.COB ;1289;1003;1143;847;2294;303;206;232;126;;;;
NOAVN80.COB ;1070;813;894;619;1885;316;179;271;118;;;;
NOAVN81.COB ;811;591;664;434;1404;225;123;195;86;;;;
NOAVN84.COB ;754;570;578;381;1326;258;110;242;81;;;;
NOAVN86.COB ;762;574;586;385;1338;258;110;242;81;;;;
NOAVN90.COB ;790;600;614;411;1392;266;118;246;85;;;;
NOAVN92.COB ;1414;1004;1268;849;2420;341;248;251;148;;;;
NOAVN93.COB ;576;423;430;275;1001;181;80;171;62;;;;
NOAVN94.COB ;742;564;566;375;1308;258;110;242;81;;;;
OFCB019.COB ;1542;940;1295;636;2484;378;181;367;155;;;;
OFCB021.COB ;1517;1299;1241;921;2818;433;240;424;199;;;;
OFCB022.COB ;1658;1413;1379;1018;3073;504;280;491;228;;;;
OFCB024.COB ;2136;1696;1827;1266;3834;532;312;522;263;;;;
OFCB029.COB ;1318;994;1080;667;2314;376;200;373;172;;;;
OFCB051.COB ;1801;1409;1529;1031;3212;381;208;376;177;;;;
OFCB052.COB ;1416;1079;1173;751;2497;320;165;316;140;;;;
OFCB053.COB ;4060;3000;3515;2202;7062;1204;695;1151;546;;;;
OFCB065.COB ;2370;1602;2042;1162;3974;498;273;487;227;;;;
OFCB073.COB ;2690;1650;2380;1190;4342;632;320;611;260;;;;
OFCB221.COB ;1734;1381;1469;998;3117;474;237;468;203;;;;
OFCB222.COB ;4720;2971;4291;2280;7693;1214;664;1196;566;;;;
OFCB223.COB ;5594;3490;5115;2730;9086;1276;710;1250;602;;;;
OFCB224.COB ;1678;1333;1413;952;3013;468;233;465;200;;;;
OFCB225.COB ;1335;1119;1084;761;2456;408;200;402;169;;;;
OFCB226.COB ;1361;1134;1109;774;2497;401;193;397;165;;;;
OFCB227.COB ;4241;3039;3801;2330;7282;1152;641;1142;544;;;;
OFCB228.COB ;2257;1878;1935;1420;4137;538;311;533;266;;;;
OFCB229.COB ;1353;1124;1097;760;2479;417;207;414;176;;;;
OFCB231.COB ;1576;1312;1300;910;2890;483;238;479;204;;;;
OFCB240.COB ;2084;1742;1753;1266;3828;587;351;584;303;;;;
OFCB252.COB ;3272;1840;2790;1242;5114;621;320;601;264;;;;
OFCB260.COB ;4787;2642;4294;2011;7431;947;484;900;397;;;;
OFCB262.COB ;8825;6308;7731;4808;15135;2197;1286;2068;1016;;;;
OFCB265.COB ;4474;3075;4008;2405;7551;931;522;893;423;;;;
OFCB267.COB ;9611;6224;8558;4668;15837;2618;1716;2527;1426;;;;
OFCB275.COB ;3142;2341;2748;1774;5485;739;448;731;385;;;;
OFCB279.COB ;2313;1907;1923;1359;4222;581;330;571;263;;;;
OFCB280.COB ;6935;4606;5950;3291;11543;1916;1136;1782;888;;;;
OFCB285.COB ;2062;1656;1755;1220;3720;503;263;500;225;;;;
OFCB290.COB ;2912;1627;2464;1083;4541;570;295;548;241;;;;
OFCB292.COB ;1432;1218;1170;854;2652;441;242;438;209;;;;
OFCB293.COB ;2104;1452;1752;979;3558;529;274;509;221;;;;
OFCB297.COB ;7569;4223;6615;2936;11794;1790;1032;1670;808;;;;
OFCB328.COB ;3472;2540;3094;2010;6014;800;408;736;311;;;;
OFCB362.COB ;1381;1140;1133;790;2523;393;191;390;163;;;;
OFCB366.COB ;1880;1452;1605;1073;3334;454;251;445;210;;;;
OFCB370.COB ;8027;5605;6705;3903;13634;2573;1536;2408;1209;;;;
OFCB371.COB ;8463;6002;7003;4121;14467;2956;1860;2762;1437;;;;
OFCB372.COB ;6978;4767;5892;3311;11747;1966;1104;1852;868;;;;
OFCB373.COB ;3340;1826;2911;1276;5168;660;339;633;275;;;;
OFCB374.COB ;4376;2308;3888;1642;6686;878;471;839;375;;;;
OFCB375.COB ;9428;5943;8181;4289;15373;2302;1277;2075;945;;;;
OFCB376.COB ;16918;12359;14570;9143;29279;5034;3178;4659;2402;;;;
OFCB377.COB ;6520;4797;5403;3271;11319;1905;1085;1839;885;;;;
OFCB378.COB ;11598;7859;10211;5960;19459;3010;1867;2874;1514;;;;
OFCB379.COB ;10002;6506;8677;4664;16510;2515;1423;2266;1051;;;;
OFCB380.COB ;1263;1056;1015;706;2321;395;194;391;165;;;;
OFCB381.COB ;1338;1114;1090;764;2454;395;194;391;165;;;;
OFCB382.COB ;1373;1133;1125;783;2508;393;192;390;164;;;;
OFCB383.COB ;1238;1040;990;690;2280;393;192;390;164;;;;
OFCB385.COB ;1216;1026;968;676;2244;393;192;390;164;;;;
OFCB386.COB ;2431;1979;2092;1445;4412;805;440;802;378;;;;
OFCB387.COB ;1246;1039;998;689;2287;393;191;390;163;;;;
OFCB388.COB ;5002;3192;4251;2186;8196;1432;787;1385;645;;;;
OFCB389.COB ;5967;3916;5063;2688;9885;1680;954;1603;770;;;;
OFCB390.COB ;3044;2431;2556;1627;5477;1204;636;1174;507;;;;
OFCB391.COB ;4414;3231;3759;2240;7647;1638;942;1564;744;;;;
OFCB392.COB ;6436;4940;5420;3520;11378;2124;1190;2092;980;;;;
OFCB397.COB ;6163;4644;5081;3143;10809;1875;1056;1822;863;;;;
OFCB402.COB ;13289;8155;12023;6323;21446;2985;1733;2777;1326;;;;
OFCB404.COB ;3100;2142;2772;1655;5244;642;336;637;284;;;;
OFCB418.COB ;4968;3193;4306;2310;8163;1299;775;1210;597;;;;
OFCB452.COB ;1285;1129;1052;817;2416;364;188;361;162;;;;
OFCB453.COB ;2693;1813;2357;1360;4508;510;290;493;239;;;;
OFCB460.COB ;1272;1122;1039;810;2396;364;188;361;162;;;;
OFCB475.COB ;1986;1646;1669;1182;3634;592;313;588;268;;;;
OFCB478.COB ;1666;1365;1378;943;3033;522;261;518;224;;;;
OFCB494.COB ;2368;1570;2062;1131;3940;470;275;433;197;;;;
OFCB496.COB ;4087;2422;3688;1826;6511;890;536;807;395;;;;
OFCB498.COB ;2330;1438;2015;996;3770;452;246;434;196;;;;
OFCB501.COB ;2857;1815;2460;1253;4674;612;334;581;255;;;;
OFCB503.COB ;2124;1255;1843;858;3381;385;223;363;171;;;;
OFCB504.COB ;1696;1101;1424;727;2799;326;187;314;150;;;;
OFCB505.COB ;1494;904;1235;567;2400;263;148;254;121;;;;
OFCB506.COB ;1978;1216;1761;923;3196;258;125;255;106;;;;
OFCB507.COB ;3100;1238;2829;878;4340;421;219;395;177;;;;
OFCB510.COB ;1723;1006;1530;721;2731;229;128;226;109;;;;
OFCB526.COB ;2786;1112;2556;788;3900;428;237;415;194;;;;
OFCB527.COB ;2479;1063;2240;725;3544;379;196;371;165;;;;
OFCB750.COB ;6635;4986;5667;3583;11623;1860;1114;1785;888;;;;
OFCB763.COB ;1545;1055;1288;724;2602;348;169;341;145;;;;
OFCB777.COB ;2288;1256;2017;877;3546;443;231;438;194;;;;
OFCB790.COB ;1555;1128;1288;782;2685;374;210;370;181;;;;
OFCB818.COB ;22246;20865;21174;18575;43113;8749;6124;7501;4314;;;;
OFCB860.COB ;3988;2533;3558;1930;6523;892;540;855;432;;;;
OFCB904.COB ;1367;869;1142;561;2238;309;151;306;130;;;;
OFCB982.COB ;6091;4597;5165;3214;10690;2396;1298;2338;1059;;;;
OFCB984.COB ;2624;1741;2287;1231;4367;813;458;810;411;;;;
OFCB985.COB ;1052;895;869;618;1949;179;80;177;70;;;;
OFCP013.COB ;696;438;583;283;1136;113;36;108;31;;;;
OFCP023.COB ;1380;846;1097;511;2228;309;124;291;98;;;;
OFCP031.COB ;630;448;482;258;1080;128;40;126;31;;;;
OFCP033.COB ;765;587;603;380;1354;188;66;178;50;;;;
OFCP034.COB ;667;544;525;332;1213;169;61;161;47;;;;
OFCP036.COB ;907;687;712;427;1596;243;85;231;67;;;;
OFCP037.COB ;806;577;642;353;1385;227;65;219;44;;;;
OFCP039.COB ;1580;1061;1309;696;2643;346;152;340;129;;;;
OFCP041.COB ;661;509;520;302;1172;137;51;132;44;;;;
OFCP042.COB ;680;488;534;298;1170;149;50;139;36;;;;
OFCP044.COB ;458;373;325;200;833;116;30;113;22;;;;
OFCP045.COB ;612;448;467;261;1062;135;42;133;33;;;;
OFCP046.COB ;672;539;526;332;1213;172;65;167;52;;;;
OFCP047.COB ;946;729;766;481;1677;300;111;267;74;;;;
OFCP054.COB ;1252;797;1038;508;2051;315;114;302;94;;;;
OFCP066.COB ;753;539;606;342;1294;156;51;150;40;;;;
OFCP070.COB ;1546;951;1263;600;2499;380;137;353;108;;;;
OFCP071.COB ;1319;834;1103;532;2155;371;164;370;134;;;;
OFCP072.COB ;1725;970;1505;675;2697;424;180;407;141;;;;
OFCP207.COB ;2422;1315;2100;887;3739;443;223;435;190;;;;
OFCP219.COB ;3509;1965;3045;1336;5476;726;442;689;358;;;;
OFCP237.COB ;1506;862;1281;565;2370;276;153;249;120;;;;
OFCP238.COB ;1787;749;1511;404;2538;305;110;287;80;;;;
OFCP242.COB ;969;489;840;318;1460;168;52;154;35;;;;
OFCP243.COB ;749;523;568;307;1274;159;48;157;41;;;;
OFCP247.COB ;2489;1618;2102;1082;4109;533;232;508;180;;;;
OFCP249.COB ;1142;604;956;368;1748;277;118;272;95;;;;
OFCP254.COB ;1580;827;1354;548;2409;309;112;297;87;;;;
OFCP255.COB ;1573;817;1347;538;2392;309;112;297;87;;;;
OFCP256.COB ;1093;601;872;369;1696;335;85;324;66;;;;
OFCP257.COB ;1076;591;879;367;1669;245;83;237;66;;;;
OFCP258.COB ;2860;1158;2590;815;4020;631;248;599;186;;;;
OFCP266.COB ;372;323;264;162;697;74;27;73;25;;;;
OFCP273.COB ;3209;1823;2755;1221;5034;659;348;622;273;;;;
OFCP274.COB ;2204;1442;1933;1009;3648;516;306;472;226;;;;
OFCP276.COB ;688;378;527;191;1068;148;42;146;37;;;;
OFCP277.COB ;1079;794;894;539;1875;344;140;320;105;;;;
OFCP286.COB ;1320;791;1122;557;2113;259;86;251;71;;;;
OFCP287.COB ;1024;590;795;330;1616;253;84;246;70;;;;
OFCP288.COB ;2750;1777;2224;1085;4529;764;355;736;285;;;;
OFCP294.COB ;940;581;792;373;1523;268;74;250;54;;;;
OFCP295.COB ;2155;918;1902;600;3075;351;129;334;100;;;;
OFCP296.COB ;2393;988;2140;678;3383;423;160;395;119;;;;
OFCP298.COB ;956;331;846;184;1289;99;24;93;19;;;;
OFCP305.COB ;942;667;729;417;1611;236;86;229;71;;;;
OFCP306.COB ;1037;725;814;465;1764;325;111;306;87;;;;
OFCP307.COB ;954;602;734;347;1558;255;91;248;73;;;;
OFCP310.COB ;1365;946;1111;622;2313;280;119;272;100;;;;
OFCP311.COB ;2614;1490;2235;991;4106;663;324;629;261;;;;
OFCP312.COB ;492;429;356;230;923;128;48;124;37;;;;
OFCP313.COB ;1531;870;1267;540;2403;349;118;333;97;;;;
OFCP314.COB ;2460;1349;2128;909;3811;514;221;484;172;;;;
OFCP316.COB ;3076;1816;2667;1241;4894;704;338;670;265;;;;
OFCP317.COB ;1873;1105;1570;707;2980;321;166;302;135;;;;
OFCP318.COB ;1354;882;1126;592;2238;302;120;287;89;;;;
OFCP320.COB ;7142;4761;6143;3368;11905;1830;920;1748;724;;;;
OFCP321.COB ;5518;3355;4929;2472;8875;1415;758;1320;590;;;;
OFCP322.COB ;2003;1136;1751;796;3141;450;187;418;147;;;;
OFCP323.COB ;3312;2125;2895;1563;5439;943;481;852;363;;;;
OFCP324.COB ;1198;731;1008;451;1931;252;117;241;91;;;;
OFCP325.COB ;3815;1979;3386;1385;5796;869;426;811;335;;;;
OFCP326.COB ;2712;1896;2269;1322;4610;1002;535;945;401;;;;
OFCP327.COB ;1286;834;1040;541;2122;317;97;304;81;;;;
OFCP330.COB ;8608;5168;7652;3805;13778;2285;1088;2170;855;;;;
OFCP331.COB ;2549;1497;2187;1011;4048;685;327;646;259;;;;
OFCP332.COB ;727;547;571;347;1276;153;61;146;46;;;;
OFCP333.COB ;735;556;573;346;1293;168;69;162;53;;;;
OFCP334.COB ;463;418;334;244;883;129;51;121;40;;;;
OFCP338.COB ;1074;861;879;565;1937;298;137;283;109;;;;
OFCP365.COB ;685;542;540;345;1229;169;53;162;40;;;;
OFCP367.COB ;726;507;582;317;1235;152;48;146;38;;;;
OFCP369.COB ;1401;489;1254;299;1892;148;50;142;40;;;;
OFCP393.COB ;1620;1183;1316;805;2805;428;195;383;134;;;;
OFCP394.COB ;945;729;791;516;1676;254;106;234;73;;;;
OFCP400.COB ;5912;3381;5151;2271;9295;1386;738;1237;512;;;;
OFCP401.COB ;6546;2751;5776;1745;9299;1207;564;1136;443;;;;
OFCP403.COB ;7973;4724;6753;3112;12699;2178;1086;2027;843;;;;
OFCP406.COB ;3241;1368;2921;878;4611;491;222;455;171;;;;
OFCP407.COB ;2540;918;2294;572;3460;309;156;297;120;;;;
OFCP408.COB ;2419;900;2189;568;3321;281;112;277;94;;;;
OFCP409.COB ;2543;796;2328;496;3341;245;88;240;74;;;;
OFCP410.COB ;2656;1162;2349;746;3820;554;197;495;135;;;;
OFCP411.COB ;6259;2563;5811;1886;8824;925;502;812;351;;;;
OFCP413.COB ;2997;1238;2674;794;4237;606;228;545;159;;;;
OFCP414.COB ;4657;1836;4325;1334;6495;641;332;567;234;;;;
OFCP417.COB ;1697;1072;1418;686;2771;511;234;502;177;;;;
OFCP419.COB ;2191;1129;1887;712;3322;371;193;350;153;;;;
OFCP420.COB ;5862;3052;5179;2085;8916;1130;538;1038;394;;;;
OFCP422.COB ;4660;1568;4233;981;6230;719;264;653;200;;;;
OFCP423.COB ;4073;2260;3672;1773;6335;619;352;547;259;;;;
OFCP424.COB ;3379;1096;3116;722;4477;377;177;359;146;;;;
OFCP425.COB ;4670;1257;4292;810;5929;714;241;652;188;;;;
OFCP426.COB ;4003;1871;3428;1131;5876;888;379;877;302;;;;
OFCP427.COB ;2838;1486;2505;977;4326;502;248;489;203;;;;
OFCP429.COB ;2625;2114;2283;1670;4741;589;287;552;233;;;;
OFCP430.COB ;576;391;446;221;969;133;44;129;36;;;;
OFCP436.COB ;1889;736;1668;436;2627;336;136;328;108;;;;
OFCP437.COB ;6456;3624;5536;2318;10082;1711;808;1598;591;;;;
OFCP438.COB ;1654;1087;1439;838;2743;394;172;351;122;;;;
OFCP439.COB ;1777;1292;1503;941;3071;576;251;556;212;;;;
OFCP444.COB ;2005;1403;1760;1088;3410;345;159;344;136;;;;
OFCP446.COB ;1747;818;1537;525;2567;297;100;277;76;;;;
OFCP450.COB ;3769;1776;3326;1196;5547;685;421;631;327;;;;
OFCP451.COB ;1728;808;1512;533;2538;341;131;319;97;;;;
OFCP454.COB ;5266;2994;4512;2060;8262;1107;688;991;535;;;;
OFCP455.COB ;5960;3607;5128;2556;9569;1371;897;1234;689;;;;
OFCP456.COB ;2521;885;2263;600;3408;245;89;229;63;;;;
OFCP457.COB ;1969;808;1754;508;2779;255;94;245;75;;;;
OFCP458.COB ;5226;3096;4673;2235;8324;1287;676;1130;442;;;;
OFCP459.COB ;2395;1169;2114;778;3566;419;208;370;148;;;;
OFCP461.COB ;2005;1629;1738;1149;3636;747;353;735;274;;;;
OFCP464.COB ;4531;2467;3970;1724;7000;1051;463;929;317;;;;
OFCP466.COB ;1364;984;1139;608;2350;344;96;330;74;;;;
OFCP468.COB ;2295;1055;2015;715;3352;443;188;412;141;;;;
OFCP470.COB ;2693;1569;2218;951;4264;567;269;557;230;;;;
OFCP471.COB ;2848;1568;2433;1011;4418;595;287;587;241;;;;
OFCP472.COB ;2175;1159;1811;681;3336;480;203;467;169;;;;
OFCP473.COB ;2584;1679;2118;1050;4265;714;313;689;257;;;;
OFCP474.COB ;2643;1395;2260;888;4040;468;225;463;191;;;;
OFCP477.COB ;1023;628;844;413;1653;165;50;163;44;;;;
OFCP479.COB ;4079;1701;3592;1039;5782;570;239;541;185;;;;
OFCP480.COB ;1355;821;1161;533;2178;243;85;230;65;;;;
OFCP483.COB ;3520;1984;2922;1279;5506;725;329;695;261;;;;
OFCP486.COB ;2936;1615;2493;1006;4553;555;252;534;204;;;;
OFCP488.COB ;1570;737;1346;441;2309;255;99;251;84;;;;
OFCP489.COB ;1144;632;952;399;1778;186;59;184;50;;;;
OFCP492.COB ;1072;722;874;433;1796;228;79;222;65;;;;
OFCP493.COB ;445;320;338;181;767;72;25;71;22;;;;
OFCP495.COB ;1329;489;1193;286;1820;180;47;175;32;;;;
OFCP497.COB ;1490;1028;1271;718;2520;288;142;243;87;;;;
OFCP524.COB ;2397;878;2150;530;3277;310;143;290;114;;;;
OFCP525.COB ;1350;791;1121;476;2143;271;129;251;102;;;;
OFCP530.COB ;1753;1204;1448;796;2959;508;213;481;165;;;;
OFCP531.COB ;1276;788;1074;517;2066;331;120;315;96;;;;
OFCP532.COB ;1170;768;981;526;1940;233;96;232;80;;;;
OFCP533.COB ;3350;2166;2920;1552;5518;727;388;671;302;;;;
OFCP534.COB ;1407;963;1148;600;2372;399;137;382;111;;;;
OFCP550.COB ;2662;1061;2377;665;3725;358;189;323;136;;;;
OFCP551.COB ;1585;829;1378;543;2416;214;120;205;97;;;;
OFCP552.COB ;1125;636;951;413;1763;182;69;173;51;;;;
OFCP553.COB ;1138;647;962;420;1787;190;73;180;53;;;;
OFCP560.COB ;1187;662;1029;425;1851;182;94;171;76;;;;
OFCP561.COB ;889;437;735;242;1328;146;35;143;30;;;;
OFCP562.COB ;2593;1724;2268;1229;4319;607;313;556;236;;;;
OFCP600.COB ;2410;1368;2035;888;3780;519;258;504;216;;;;
OFCP601.COB ;1642;1063;1327;685;2707;343;152;329;126;;;;
OFCP602.COB ;1114;593;888;380;1709;177;52;172;41;;;;
OFCP610.COB ;466;308;353;159;776;86;19;85;18;;;;
OFCP611.COB ;2554;1191;2246;743;3747;453;245;429;194;;;;
OFCP612.COB ;1468;1012;1248;715;2482;315;142;283;101;;;;
OFCP613.COB ;2084;916;1859;602;3002;341;127;319;98;;;;
OFCP614.COB ;2135;1271;1823;880;3408;502;231;470;181;;;;
OFCP615.COB ;2101;694;1872;464;2797;446;68;388;41;;;;
OFCP616.COB ;1486;753;1314;541;2241;246;79;224;54;;;;
OFCP618.COB ;1592;884;1374;593;2478;342;124;315;91;;;;
OFCP620.COB ;757;443;631;281;1202;137;36;128;23;;;;
OFCP621.COB ;894;536;725;310;1432;227;55;220;33;;;;
OFCP623.COB ;845;473;700;293;1320;139;44;131;33;;;;
OFCP624.COB ;727;401;599;236;1130;117;28;112;20;;;;
OFCP625.COB ;1453;1072;1210;722;2527;294;143;275;115;;;;
OFCP746.COB ;3334;1855;2776;1162;5191;849;423;798;322;;;;
OFCP751.COB ;1721;1142;1472;804;2865;422;160;395;116;;;;
OFCP752.COB ;1110;952;798;534;2064;421;169;395;123;;;;
OFCP753.COB ;500;374;377;207;876;124;35;118;26;;;;
OFCP754.COB ;619;536;465;301;1157;186;64;180;52;;;;
OFCP755.COB ;597;401;472;234;1000;96;30;94;27;;;;
OFCP760.COB ;707;506;531;301;1215;161;51;159;44;;;;
OFCP761.COB ;990;683;798;408;1675;197;91;195;77;;;;
OFCP762.COB ;2097;1096;1836;771;3195;462;186;439;150;;;;
OFCP764.COB ;1720;1089;1390;686;2811;460;202;430;149;;;;
OFCP765.COB ;1180;722;949;443;1904;299;107;289;89;;;;
OFCP766.COB ;946;581;729;328;1529;236;70;229;56;;;;
OFCP767.COB ;1353;827;1106;537;2182;361;110;340;81;;;;
OFCP780.COB ;1202;668;989;426;1872;190;72;182;58;;;;
OFCP791.COB ;1343;996;1131;692;2341;384;160;352;115;;;;
OFCP792.COB ;725;503;599;317;1230;119;47;117;39;;;;
OFCP793.COB ;1057;616;824;337;1675;239;82;226;67;;;;
OFCP794.COB ;2863;1859;2431;1277;4724;838;418;797;330;;;;
OFCP795.COB ;696;504;505;287;1202;213;67;206;55;;;;
OFCP796.COB ;1801;1130;1456;730;2933;439;188;406;149;;;;
OFCP797.COB ;1485;753;1266;480;2240;280;129;275;111;;;;
OFCP798.COB ;879;516;736;332;1397;174;62;160;44;;;;
OFCP799.COB ;1319;779;1115;539;2100;320;96;298;73;;;;
OFCP800.COB ;2588;1582;2239;1110;4172;629;316;581;243;;;;
OFCP806.COB ;2628;1336;2320;886;3966;468;254;440;200;;;;
OFCP807.COB ;1189;882;992;618;2073;289;116;279;90;;;;
OFCP808.COB ;1550;679;1394;498;2231;326;88;287;52;;;;
OFCP809.COB ;1590;773;1394;475;2365;255;124;245;102;;;;
OFCP861.COB ;2636;1485;2321;1008;4123;690;217;661;156;;;;
OFCP862.COB ;1420;1008;1163;667;2430;485;165;463;126;;;;
OFCP863.COB ;841;584;638;350;1427;229;75;221;61;;;;
OFCP864.COB ;1326;845;1098;573;2173;374;124;353;89;;;;
OFCP865.COB ;976;635;766;393;1613;260;92;251;73;;;;
OFCP866.COB ;1253;594;1048;367;1849;275;86;265;70;;;;
OFCP867.COB ;2906;1650;2561;1212;4558;651;343;585;255;;;;
OFCP868.COB ;2312;1208;2025;792;3522;470;186;445;147;;;;
OFCP869.COB ;2506;839;2271;533;3347;327;136;320;110;;;;
OFCP870.COB ;1641;548;1503;363;2191;178;67;167;50;;;;
OFCP871.COB ;2392;1299;2111;931;3694;481;216;477;169;;;;
OFCP945.COB ;1302;1047;1045;677;2351;368;121;367;94;;;;
OFCP954.COB ;4298;2108;3993;1719;6408;580;286;550;233;;;;
OFCP973.COB ;1567;914;1340;608;2483;354;173;349;151;;;;
OFCP990.COB ;1344;729;1166;506;2075;249;76;236;61;;;;
OFCS101.COB ;7351;4423;5999;3314;11776;2164;1127;1924;826;;;;
OFCS102.COB ;7383;4210;6117;3107;11595;2083;1151;1767;823;;;;
OFCS103.COB ;4364;2731;3510;2066;7097;1356;697;1193;507;;;;
OFCS104.COB ;18418;13787;15456;11278;32207; ERROR; ERROR; ERROR; ERROR;;;;
OFCS104.COB ;18418;13787;15456;11278;32207;4485;697;4078;507;;;;
OFCS105.COB ;2529;1452;1963;1039;3983;845;377;793;283;;;;
OFCS106.COB ;2096;1067;1640;752;3165;679;275;655;208;;;;
OFCS107.COB ;3530;2077;2900;1550;5609;1104;556;981;406;;;;
OFCS108.COB ;2030;1004;1579;698;3036;642;231;619;174;;;;
OFCS201.COB ;4747;3477;4049;2865;8226;1572;866;1261;588;;;;
OFCS202.COB ;3340;1961;2716;1496;5303;980;492;908;358;;;;
OFCS203.COB ;2338;1281;1813;925;3621;796;302;756;235;;;;
