filename; file size V1; file size V2; LTS size V1; LTS size V2; Equivalent; Explored V1 ; Explored V2 ; matches V1; matches V2; skipped V1; skipped V2;133;%Explored V1;% Explored V2;%Match V1;%Match V2;; Explored V2 ; matches V2;% Ex;% match;Inc ex;inc Match;
RTCB703.COB ;1886;1305;381;200; False;80;49;80;47;0;0;;21%;25%;21%;24%;;57;47;29%;24%;4%;-1%;
RTCB704.COB ;3235;2103;696;372; False;95;52;95;50;0;0;;14%;14%;14%;13%;;60;50;16%;13%;2%;0%;
RTCB705.COB ;1642;1314;414;209; False;94;56;94;54;0;0;;23%;27%;23%;26%;;87;69;42%;33%;15%;7%;
RTCB706.COB ;2028;1508;429;217; False;98;58;96;57;0;0;;23%;27%;22%;26%;;71;53;33%;24%;6%;-2%;
RTCB707.COB ;2548;1600;468;237; False;87;55;87;52;0;0;;19%;23%;19%;22%;;103;86;43%;36%;20%;14%;
RTCB708.COB ;4657;3506;1205;701; False;385;253;383;252;0;0;;32%;36%;32%;36%;;257;252;37%;36%;1%;0%;
RTCB714.COB ;3972;2432;905;507; False;87;61;87;59;0;0;;10%;12%;10%;12%;;67;59;13%;12%;1%;0%;
RTCB715.COB ;1537;1017;287;145; False;92;51;92;49;0;0;;32%;35%;32%;34%;;56;49;39%;34%;4%;0%;
RTCB717.COB ;1020;854;262;125; False;97;52;95;51;0;0;;37%;42%;36%;41%;;101;92;81%;74%;39%;33%;
RTCB723.COB ;1585;1187;380;209; False;136;80;134;79;0;0;;36%;38%;35%;38%;;89;79;43%;38%;5%;0%;
RTCB724.COB ;1536;1151;380;209; False;136;80;134;79;0;0;;36%;38%;35%;38%;;89;79;43%;38%;5%;0%;
RTCB725.COB ;1496;1127;380;209; False;136;80;134;79;0;0;;36%;38%;35%;38%;;89;79;43%;38%;5%;0%;
RTCB726.COB ;1526;1136;380;209; False;136;80;134;79;0;0;;36%;38%;35%;38%;;89;79;43%;38%;5%;0%;
RTCB727.COB ;1586;1182;380;209; False;136;80;134;79;0;0;;36%;38%;35%;38%;;89;79;43%;38%;5%;0%;
RTCB728.COB ;1513;1137;380;209; False;136;80;134;79;0;0;;36%;38%;35%;38%;;89;79;43%;38%;5%;0%;
RTCB729.COB ;1507;1135;382;209; False;136;80;134;79;0;0;;36%;38%;35%;38%;;89;79;43%;38%;5%;0%;
RTCB730.COB ;1564;1285;489;239; False;118;64;118;62;0;0;;24%;27%;24%;26%;;83;70;35%;29%;8%;3%;
RTCB731.COB ;3820;2268;878;514; False;87;61;87;59;0;0;;10%;12%;10%;11%;;67;59;13%;11%;1%;0%;
RTCB732.COB ;2045;1219;378;173; False;109;61;107;61;0;0;;29%;35%;28%;35%;;113;87;65%;50%;30%;15%;
RTCB733.COB ;2075;1153;339;149; False;87;51;85;51;0;0;;26%;34%;25%;34%;;62;49;42%;33%;8%;-1%;
RTCB734.COB ;2211;1228;448;189; False;63;33;61;31;0;0;;14%;17%;14%;16%;;76;68;40%;36%;23%;20%;
RTCB749.COB ;2652;1993;645;340; False;74;46;74;44;0;0;;11%;14%;11%;13%;;88;67;26%;20%;12%;7%;
RTCC010.COB ;4330;3293;1654;758; False;48;26;46;24;0;0;;3%;3%;3%;3%;;32;24;4%;3%;1%;0%;
RTCC011.COB ;3140;2612;1230;674; False;48;22;46;20;0;0;;4%;3%;4%;3%;;37;31;5%;5%;2%;2%;
RTCC012.COB ;4116;3064;1549;727; False;50;27;48;25;0;0;;3%;4%;3%;3%;;31;25;4%;3%;0%;0%;
RTCC013.COB ;2398;1844;805;357; False;38;17;36;15;0;0;;5%;5%;4%;4%;;32;26;9%;7%;4%;3%;
RTCC014.COB ;5119;3915;1921;979; False;48;21;46;19;0;0;;2%;2%;2%;2%;;39;33;4%;3%;2%;1%;
RTCC015.COB ;2349;1819;797;357; False;38;17;36;15;0;0;;5%;5%;5%;4%;;32;26;9%;7%;4%;3%;
RTCC016.COB ;3975;2947;1554;690; False;48;21;46;19;0;0;;3%;3%;3%;3%;;36;30;5%;4%;2%;1%;
RTCC032.COB ;2417;1822;853;380; False;11;10;11;8;0;0;;1%;3%;1%;2%;;16;8;4%;2%;1%;0%;
RTCC033.COB ;2655;1969;881;391; False;11;10;11;8;0;0;;1%;3%;1%;2%;;17;8;4%;2%;1%;0%;
RTCC041.COB ;2418;1776;897;376; False;11;10;11;8;0;0;;1%;3%;1%;2%;;17;8;5%;2%;2%;0%;
RTCC042.COB ;2422;1781;906;380; False;11;10;11;8;0;0;;1%;3%;1%;2%;;17;8;4%;2%;1%;0%;
RTCC043.COB ;2434;1784;892;376; False;11;10;11;8;0;0;;1%;3%;1%;2%;;17;8;5%;2%;2%;0%;
RTCC044.COB ;2394;1760;884;372; False;11;10;11;8;0;0;;1%;3%;1%;2%;;17;8;5%;2%;2%;0%;
RTCC045.COB ;4289;3161;1563;742; False;50;27;48;25;0;0;;3%;4%;3%;3%;;31;25;4%;3%;0%;0%;
RTCC093.COB ;1660;1151;624;264; False;34;15;32;13;0;0;;5%;6%;5%;5%;;50;38;19%;14%;13%;9%;
RTCC100.COB ;1658;1157;642;267; False;32;15;30;13;0;0;;5%;6%;5%;5%;;50;38;19%;14%;13%;9%;
RTCC101.COB ;2993;2514;1477;770; False;58;32;56;30;0;0;;4%;4%;4%;4%;;42;36;5%;5%;1%;1%;
RTCC102.COB ;3390;2981;1613;888; False;60;33;58;31;0;0;;4%;4%;4%;3%;;43;37;5%;4%;1%;1%;
RTCC103.COB ;3702;3115;1696;915; False;60;33;58;31;0;0;;4%;4%;3%;3%;;43;37;5%;4%;1%;1%;
RTCC104.COB ;3228;2838;1539;846; False;58;32;56;30;0;0;;4%;4%;4%;4%;;42;36;5%;4%;1%;0%;
RTCC105.COB ;3607;3014;1683;881; False;58;32;56;30;0;0;;3%;4%;3%;3%;;42;36;5%;4%;1%;1%;
RTCC106.COB ;1863;1302;732;282; False;32;15;30;13;0;0;;4%;5%;4%;5%;;50;38;18%;13%;13%;8%;
RTCC107.COB ;1740;1215;678;273; False;32;15;30;13;0;0;;5%;5%;4%;5%;;50;38;18%;14%;13%;9%;
RTCC108.COB ;3447;3037;1641;905; False;60;33;58;31;0;0;;4%;4%;4%;3%;;43;37;5%;4%;1%;1%;
RTCC109.COB ;3650;3078;1687;913; False;60;33;58;31;0;0;;4%;4%;3%;3%;;43;37;5%;4%;1%;1%;
RTCC110.COB ;3437;3009;1636;892; False;58;32;56;30;0;0;;4%;4%;3%;3%;;42;36;5%;4%;1%;1%;
RTCC111.COB ;3231;2859;1515;831; False;56;31;54;29;0;0;;4%;4%;4%;3%;;41;35;5%;4%;1%;1%;
RTCC112.COB ;4491;3801;2036;1081; False;58;32;56;30;0;0;;3%;3%;3%;3%;;70;58;6%;5%;3%;2%;
RTCC113.COB ;3274;2911;1551;878; False;56;31;54;29;0;0;;4%;4%;3%;3%;;41;35;5%;4%;1%;1%;
RTCC114.COB ;3893;3366;1736;944; False;56;31;54;29;0;0;;3%;3%;3%;3%;;41;35;4%;4%;1%;1%;
RTCC115.COB ;3389;2872;1498;786; False;56;31;54;29;0;0;;4%;4%;4%;4%;;41;35;5%;4%;1%;0%;
RTCP020.COB ;1439;992;340;157; False;67;33;65;32;0;0;;20%;21%;19%;20%;;49;34;31%;22%;10%;2%;
RTCP025.COB ;1115;662;199;80; True;71;26;71;26;0;0;;36%;33%;36%;33%;;26;26;33%;33%;-1%;-1%;
RTCP026.COB ;976;644;189;76; True;73;29;73;29;0;0;;39%;38%;39%;38%;;29;29;38%;38%;0%;0%;
RTCP037.COB ;2068;882;387;120; False;102;38;102;36;0;0;;26%;32%;26%;30%;;70;52;58%;43%;26%;13%;
RTCP040.COB ;1555;715;301;89; False;83;40;83;38;0;0;;28%;45%;28%;43%;;40;40;45%;45%;0%;2%;
RTCP044.COB ;770;623;223;85; False;79;33;79;31;0;0;;35%;39%;35%;36%;;35;27;41%;32%;2%;-4%;
RTCP054.COB ;1925;935;332;115; False;130;57;130;55;0;0;;39%;50%;39%;48%;;61;51;53%;44%;3%;-4%;
RTCP055.COB ;2480;1789;780;355; False;64;19;64;17;0;0;;8%;5%;8%;5%;;56;34;16%;10%;11%;5%;
RTCP059.COB ;1331;875;245;114; False;36;13;34;11;0;0;;15%;11%;14%;10%;;56;38;49%;33%;38%;23%;
RTCP072.COB ;3113;1113;475;147; False;149;78;149;76;0;0;;31%;53%;31%;52%;;124;124;84%;84%;31%;32%;
RTCP075.COB ;3750;2975;1246;754; False;58;28;58;25;0;0;;5%;4%;5%;3%;;76;57;10%;8%;6%;5%;
RTCP079.COB ;969;658;223;91; False;97;46;97;44;0;0;;43%;51%;43%;48%;;46;46;51%;51%;0%;3%;
RTCP083.COB ;1456;885;292;140; False;135;62;135;60;0;0;;46%;44%;46%;43%;;84;74;60%;53%;16%;10%;
RTCP091.COB ;804;483;99;41; False;59;25;59;23;0;0;;60%;61%;60%;56%;;27;23;66%;56%;5%;0%;
RTCP093.COB ;1999;926;317;133; False;57;30;57;28;0;0;;18%;23%;18%;21%;;33;29;25%;22%;2%;1%;
RTCP109.COB ;5466;1399;542;250; False;139;66;137;64;0;0;;26%;26%;25%;26%;;74;64;30%;26%;4%;0%;
RTCP110.COB ;3470;1612;667;286; False;50;24;50;22;0;0;;7%;8%;7%;8%;;36;22;13%;8%;5%;0%;
RTCP111.COB ;9313;1603;577;250; False;52;28;52;22;0;0;;9%;11%;9%;9%;;32;22;13%;9%;2%;0%;
RTCP115.COB ;2177;1086;427;189; False;30;17;30;15;0;0;;7%;9%;7%;8%;;34;15;18%;8%;9%;0%;
RTCP150.COB ;2106;1416;695;389; False;67;33;67;31;0;0;;10%;8%;10%;8%;;40;31;10%;8%;2%;0%;
RTCP152.COB ;1847;994;342;153; False;82;35;82;33;0;0;;24%;23%;24%;22%;;66;62;43%;41%;20%;19%;
RTCP156.COB ;903;598;267;87; False;77;45;77;43;0;0;;29%;52%;29%;49%;;76;74;87%;85%;35%;36%;
RTCP170.COB ;657;390;166;48; False;57;29;57;27;0;0;;34%;60%;34%;56%;;29;20;60%;42%;0%;-14%;
RTCP237.COB ;1331;833;278;116; False;56;30;56;28;0;0;;20%;26%;20%;24%;;36;28;31%;24%;5%;0%;
RTCP240.COB ;1098;518;234;92; False;52;25;50;23;0;0;;22%;27%;21%;25%;;29;16;32%;17%;5%;-8%;
RTCP249.COB ;2517;1836;1006;558; False;52;31;52;29;0;0;;5%;6%;5%;5%;;45;29;8%;5%;2%;0%;
RTCP253.COB ;3150;1760;599;231; False;81;30;79;30;0;0;;14%;13%;13%;13%;;58;29;25%;13%;12%;0%;
RTCP254.COB ;2330;1032;387;152; False;67;35;67;33;0;0;;17%;23%;17%;22%;;35;23;23%;15%;0%;-7%;
RTCP258.COB ;2535;1386;402;185; False;66;25;64;23;0;0;;16%;14%;16%;12%;;38;23;21%;12%;7%;0%;
RTCP259.COB ;1036;624;204;64; False;29;10;27;8;0;0;;14%;16%;13%;13%;;35;25;55%;39%;39%;26%;
RTCP260.COB ;3318;2035;971;185; False;93;27;93;25;0;0;;10%;15%;10%;14%;;27;19;15%;10%;0%;-4%;
RTCP261.COB ;10622;7537;3260;761; False;97;26;97;24;0;0;;3%;3%;3%;3%;;26;18;3%;2%;0%;-1%;
RTCP264.COB ;1761;1065;450;127; False;70;31;70;29;0;0;;16%;24%;16%;23%;;52;43;41%;34%;17%;11%;
RTCP266.COB ;8382;4142;1890;664; False;130;30;130;28;0;0;;7%;5%;7%;4%;;41;32;6%;5%;1%;1%;
RTCP267.COB ;1129;607;172;41; False;69;31;69;29;0;0;;40%;76%;40%;71%;;31;23;76%;56%;0%;-15%;
RTCP268.COB ;966;733;269;75; False;32;12;30;10;0;0;;12%;16%;11%;13%;;34;21;45%;28%;29%;15%;
RTCP269.COB ;991;741;269;75; False;32;12;30;10;0;0;;12%;16%;11%;13%;;34;21;45%;28%;29%;15%;
RTCP270.COB ;973;729;269;75; False;32;12;30;10;0;0;;12%;16%;11%;13%;;34;21;45%;28%;29%;15%;
RTCP271.COB ;1001;741;269;75; False;32;12;30;10;0;0;;12%;16%;11%;13%;;34;21;45%;28%;29%;15%;
RTCP272.COB ;785;613;269;74; False;32;12;30;10;0;0;;12%;16%;11%;14%;;34;21;46%;28%;30%;14%;
RTCP273.COB ;828;628;269;74; False;32;12;30;10;0;0;;12%;16%;11%;14%;;34;21;46%;28%;30%;14%;
RTCP274.COB ;1251;787;269;74; False;32;12;30;10;0;0;;12%;16%;11%;14%;;34;21;46%;28%;30%;14%;
RTCP279.COB ;1987;1131;269;75; False;32;12;30;10;0;0;;12%;16%;11%;13%;;34;21;45%;28%;29%;15%;
RTCP280.COB ;2658;855;249;80; False;102;45;102;43;0;0;;41%;56%;41%;54%;;50;48;63%;60%;6%;6%;
RTCP282.COB ;4846;1202;509;251; False;224;142;224;140;0;0;;44%;57%;44%;56%;;146;134;58%;53%;1%;-3%;
RTCP291.COB ;3680;2237;1052;207; False;116;23;116;21;0;0;;11%;11%;11%;10%;;23;13;11%;6%;0%;-4%;
RTCP293.COB ;1071;728;269;74; False;32;12;30;10;0;0;;12%;16%;11%;14%;;34;21;46%;28%;30%;14%;
RTCP297.COB ;871;643;269;74; False;32;12;30;10;0;0;;12%;16%;11%;14%;;34;21;46%;28%;30%;14%;
RTCP381.COB ;2107;464;159;46; True;78;24;78;24;0;0;;49%;52%;49%;52%;;24;24;52%;52%;0%;0%;
RTCP382.COB ;3494;819;333;106; False;59;20;57;20;0;0;;18%;19%;17%;19%;;41;19;39%;18%;20%;-1%;
RTCP383.COB ;892;375;112;33; False;49;16;49;14;0;0;;44%;48%;44%;42%;;23;21;70%;64%;22%;22%;
RTCP384.COB ;1748;812;323;105; False;58;19;56;19;0;0;;18%;18%;17%;18%;;39;20;37%;19%;19%;1%;
RTCP385.COB ;402;363;104;34; True;88;34;88;34;0;0;;85%;100%;85%;100%;;34;34;100%;100%;0%;0%;
RTCP390.COB ;1283;733;250;88; False;67;28;67;26;0;0;;27%;32%;27%;30%;;30;20;34%;23%;2%;-7%;
RTCP391.COB ;1207;979;324;172; False;56;28;56;26;0;0;;17%;16%;17%;15%;;31;27;18%;16%;2%;1%;
RTCP392.COB ;1592;1181;421;201; False;60;30;60;28;0;0;;14%;15%;14%;14%;;33;29;16%;14%;1%;0%;
RTCP393.COB ;1227;954;369;146; False;61;26;59;26;0;0;;17%;18%;16%;18%;;69;61;47%;42%;29%;24%;
RTCP394.COB ;732;524;164;48; True;62;23;62;23;0;0;;38%;48%;38%;48%;;23;23;48%;48%;0%;0%;
RTCP404.COB ;531;376;118;42; False;45;19;45;15;0;0;;38%;45%;38%;36%;;25;11;60%;26%;15%;-10%;
RTCP405.COB ;494;346;106;37; False;58;27;58;25;0;0;;55%;73%;55%;68%;;27;16;73%;43%;0%;-25%;
RTCP406.COB ;2104;1230;545;211; False;70;27;70;25;0;0;;13%;13%;13%;12%;;35;21;17%;10%;4%;-2%;
RTCP407.COB ;2182;1298;468;176; False;130;59;128;57;0;0;;28%;34%;27%;32%;;68;56;39%;32%;5%;0%;
RTCP412.COB ;3030;1465;813;282; False;61;30;59;28;0;0;;8%;11%;7%;10%;;58;36;21%;13%;10%;3%;
RTCP414.COB ;2142;998;331;140; False;56;32;54;30;0;0;;17%;23%;16%;21%;;41;30;29%;21%;6%;0%;
RTCP420.COB ;3002;557;191;54; False;74;32;74;30;0;0;;39%;59%;39%;56%;;36;28;67%;52%;8%;-4%;
RTCP421.COB ;1087;838;313;102; False;57;22;55;22;0;0;;18%;22%;18%;22%;;34;24;33%;24%;11%;2%;
RTCP501.COB ;1103;509;149;42; False;62;22;62;20;0;0;;42%;52%;42%;48%;;29;27;69%;64%;17%;16%;
RTCP504.COB ;810;448;129;28; True;72;22;72;22;0;0;;56%;79%;56%;79%;;22;22;79%;79%;0%;0%;
RTCP601.COB ;441;317;68;22; True;34;14;34;14;0;0;;50%;64%;50%;64%;;14;14;64%;64%;0%;0%;
RTCP602.COB ;1730;899;226;104; False;91;44;91;41;0;0;;40%;42%;40%;39%;;48;37;46%;36%;4%;-3%;
RTCP603.COB ;1344;817;209;93; True;100;44;100;44;0;0;;48%;47%;48%;47%;;44;44;47%;47%;0%;0%;
RTCP604.COB ;2253;1171;332;174; False;117;55;117;53;0;0;;35%;32%;35%;30%;;57;53;33%;30%;1%;0%;
RTCP609.COB ;1831;934;253;127; True;108;52;108;52;0;0;;43%;41%;43%;41%;;52;52;41%;41%;0%;0%;
RTCP620.COB ;1816;1238;366;167; False;65;28;65;26;0;0;;18%;17%;18%;16%;;35;24;21%;14%;4%;-2%;
RTCP621.COB ;482;468;161;67; False;83;37;83;34;0;0;;52%;55%;52%;51%;;43;32;64%;48%;9%;-3%;
RTCP626.COB ;2134;1009;281;134; False;143;67;141;65;0;0;;51%;50%;50%;49%;;73;65;54%;49%;4%;0%;
RTCP627.COB ;2346;1194;381;155; False;116;58;116;56;0;0;;30%;37%;30%;36%;;77;68;50%;44%;13%;8%;
RTCP701.COB ;1020;736;207;94; False;53;28;53;25;0;0;;26%;30%;26%;27%;;40;25;43%;27%;13%;0%;
RTCP710.COB ;1835;1112;491;221; False;62;21;62;19;0;0;;13%;10%;13%;9%;;23;19;10%;9%;0%;0%;
RTCP711.COB ;4925;3338;1224;665; False;52;28;52;26;0;0;;4%;4%;4%;4%;;31;27;5%;4%;1%;0%;
RTCP716.COB ;2231;1512;554;179; False;62;32;62;30;0;0;;11%;18%;11%;17%;;35;31;20%;17%;2%;0%;
RTCP718.COB ;2054;1395;551;178; False;62;32;62;30;0;0;;11%;18%;11%;17%;;35;31;20%;17%;2%;0%;
RTCP719.COB ;2878;1659;644;310; False;73;43;71;41;0;0;;11%;14%;11%;13%;;49;35;16%;11%;2%;-2%;
RTCP720.COB ;2267;1211;501;231; False;59;36;57;34;0;0;;12%;16%;11%;15%;;44;34;19%;15%;3%;0%;
RTCP721.COB ;2780;1604;615;293; False;73;43;71;41;0;0;;12%;15%;12%;14%;;49;35;17%;12%;2%;-2%;
RTCP722.COB ;2254;1188;486;219; False;59;36;57;34;0;0;;12%;16%;12%;16%;;44;34;20%;16%;4%;0%;
RTCP736.COB ;1107;658;161;68; False;58;23;58;21;0;0;;36%;34%;36%;31%;;31;21;46%;31%;12%;0%;
RTCP737.COB ;1480;988;295;153; False;62;33;62;31;0;0;;21%;22%;21%;20%;;53;27;35%;18%;13%;-2%;
RTCP738.COB ;488;355;64;29; True;49;23;49;23;0;0;;77%;79%;77%;79%;;23;23;79%;79%;0%;0%;
RTCP739.COB ;2299;1920;747;356; False;67;32;67;30;0;0;;9%;9%;9%;8%;;35;31;10%;9%;1%;1%;
RTCP741.COB ;461;346;64;29; True;49;23;49;23;0;0;;77%;79%;77%;79%;;23;23;79%;79%;0%;0%;
RTCP742.COB ;946;478;151;48; False;46;18;44;16;0;0;;30%;38%;29%;33%;;37;33;77%;69%;39%;36%;
RTCP745.COB ;1597;1177;444;202; False;59;31;59;29;0;0;;13%;15%;13%;14%;;34;30;17%;15%;2%;1%;
RTCP747.COB ;2897;1685;674;308; False;48;19;46;17;0;0;;7%;6%;7%;6%;;26;22;8%;7%;2%;1%;
RTCP748.COB ;1600;798;266;103; False;51;28;51;26;0;0;;19%;27%;19%;25%;;33;24;32%;23%;5%;-2%;
RTCP750.COB ;1021;474;149;37; False;57;23;57;20;0;0;;38%;62%;38%;54%;;25;18;68%;49%;6%;-5%;
RTCP751.COB ;523;327;97;26; False;55;22;55;20;0;0;;57%;85%;57%;77%;;22;22;85%;85%;0%;8%;
RTCP752.COB ;927;445;136;31; False;57;20;57;18;0;0;;42%;65%;42%;58%;;23;21;74%;68%;9%;10%;
RTCP753.COB ;1882;1132;458;211; False;11;10;10;8;0;0;;2%;5%;2%;4%;;25;18;12%;9%;7%;5%;
RTCP754.COB ;1633;751;240;102; False;11;10;10;8;0;0;;5%;10%;4%;8%;;25;18;25%;18%;15%;10%;
RTCS010.COB ;4561;2665;1290;631; False;32;17;31;15;0;0;;2%;3%;2%;2%;;27;15;4%;2%;1%;0%;
RTCS011.COB ;4559;2757;1275;682; False;21;14;21;12;0;0;;2%;2%;2%;2%;;44;15;6%;2%;4%;0%;
RTCS012.COB ;4098;2401;1145;586; False;14;10;14;8;0;0;;1%;2%;1%;1%;;16;8;3%;1%;1%;0%;
RTCS013.COB ;3101;1802;982;471; False;14;10;14;8;0;0;;1%;2%;1%;2%;;16;8;3%;2%;1%;0%;
RTCS014.COB ;4805;2582;1265;649; False;14;10;14;8;0;0;;1%;2%;1%;1%;;16;8;2%;1%;0%;0%;
RTCS015.COB ;2985;1729;945;444; False;14;10;14;8;0;0;;1%;2%;1%;2%;;16;8;4%;2%;2%;0%;
RTCS016.COB ;4973;2704;1376;708; False;14;10;14;8;0;0;;1%;1%;1%;1%;;16;8;2%;1%;1%;0%;
RTCS032.COB ;3110;1597;891;390; False;14;10;14;8;0;0;;2%;3%;2%;2%;;16;8;4%;2%;1%;0%;
RTCS033.COB ;3312;1812;951;439; False;14;10;14;8;0;0;;1%;2%;1%;2%;;16;8;4%;2%;2%;0%;
RTCS041.COB ;3158;1374;758;316; False;14;10;14;8;0;0;;2%;3%;2%;3%;;16;8;5%;3%;2%;0%;
RTCS042.COB ;3555;1563;877;373; False;14;10;14;8;0;0;;2%;3%;2%;2%;;16;8;4%;2%;1%;0%;
RTCS043.COB ;2887;1325;816;288; False;14;10;14;8;0;0;;2%;3%;2%;3%;;16;8;6%;3%;3%;0%;
RTCS044.COB ;3292;1395;901;292; False;14;10;14;8;0;0;;2%;3%;2%;3%;;16;8;5%;3%;2%;0%;
RTCS045.COB ;4328;2571;1175;595; False;14;10;14;8;0;0;;1%;2%;1%;1%;;16;8;3%;1%;1%;0%;
RTCS101.COB ;2612;1778;1036;479; False;14;10;14;8;0;0;;1%;2%;1%;2%;;16;8;3%;2%;1%;0%;
RTCS102.COB ;2901;1985;1160;555; False;14;10;14;8;0;0;;1%;2%;1%;1%;;16;8;3%;1%;1%;0%;
RTCS103.COB ;3440;2340;1322;673; False;14;10;14;8;0;0;;1%;1%;1%;1%;;16;8;2%;1%;1%;0%;
RTCS104.COB ;2881;1993;1133;519; False;14;10;14;8;0;0;;1%;2%;1%;2%;;16;8;3%;2%;1%;0%;
RTCS105.COB ;3489;2434;1297;643; False;14;10;14;8;0;0;;1%;2%;1%;1%;;16;8;2%;1%;0%;0%;
RTCS108.COB ;2928;2003;1166;559; False;14;10;14;8;0;0;;1%;2%;1%;1%;;16;8;3%;1%;1%;0%;
RTCS109.COB ;3789;2533;1439;739; False;14;10;14;8;0;0;;1%;1%;1%;1%;;16;8;2%;1%;1%;0%;
RTCS110.COB ;3378;2320;1286;608; False;14;10;14;8;0;0;;1%;2%;1%;1%;;16;8;3%;1%;1%;0%;
RTCS111.COB ;2875;2008;1099;525; False;14;10;14;8;0;0;;1%;2%;1%;2%;;16;8;3%;2%;1%;0%;
RTCS112.COB ;3417;2259;1264;589; False;14;10;14;8;0;0;;1%;2%;1%;1%;;16;8;3%;1%;1%;0%;
RTCS113.COB ;2837;1978;1087;519; False;14;10;14;8;0;0;;1%;2%;1%;2%;;16;8;3%;2%;1%;0%;
RTCS114.COB ;3763;2606;1401;697; False;14;10;14;8;0;0;;1%;1%;1%;1%;;16;8;2%;1%;1%;0%;
RTCS115.COB ;2725;1879;1042;497; False;14;10;14;8;0;0;;1%;2%;1%;2%;;16;8;3%;2%;1%;0%;
RTCS121.COB ;2207;1175;686;272; False;14;10;14;8;0;0;;2%;4%;2%;3%;;16;8;6%;3%;2%;0%;
RTCS122.COB ;2279;1200;729;283; False;14;10;14;8;0;0;;2%;4%;2%;3%;;16;8;6%;3%;2%;0%;
RTCS123.COB ;2320;1244;759;302; False;14;10;14;8;0;0;;2%;3%;2%;3%;;16;8;5%;3%;2%;0%;
RTCS124.COB ;2355;1228;735;287; False;14;10;14;8;0;0;;2%;3%;2%;3%;;16;8;6%;3%;3%;0%;
RTCS125.COB ;2245;1231;741;290; False;14;10;14;8;0;0;;2%;3%;2%;3%;;16;8;6%;3%;3%;0%;
RTCS126.COB ;2273;1228;735;287; False;14;10;14;8;0;0;;2%;3%;2%;3%;;16;8;6%;3%;3%;0%;
RTCS131.COB ;2207;1184;704;281; False;14;10;14;8;0;0;;2%;4%;2%;3%;;16;8;6%;3%;2%;0%;
RTCS132.COB ;2210;1184;704;281; False;14;10;14;8;0;0;;2%;4%;2%;3%;;16;8;6%;3%;2%;0%;
RTCS133.COB ;2157;1178;692;275; False;14;10;14;8;0;0;;2%;4%;2%;3%;;16;8;6%;3%;2%;0%;
RTCS134.COB ;2234;1194;716;290; False;14;10;14;8;0;0;;2%;3%;2%;3%;;16;8;6%;3%;3%;0%;
RTCS135.COB ;2140;1178;692;275; False;14;10;14;8;0;0;;2%;4%;2%;3%;;16;8;6%;3%;2%;0%;
RTCS136.COB ;2256;1234;747;293; False;14;10;14;8;0;0;;2%;3%;2%;3%;;16;8;5%;3%;2%;0%;
RTCS137.COB ;2237;1233;746;291; False;14;10;14;8;0;0;;2%;3%;2%;3%;;16;8;5%;3%;2%;0%;
RTCS138.COB ;2566;1378;780;340; False;14;10;14;8;0;0;;2%;3%;2%;2%;;16;8;5%;2%;2%;0%;
RTCU002.COB ;1220;769;366;218; False;115;65;113;63;0;0;;31%;30%;31%;29%;;74;65;34%;30%;4%;1%;
RTCU004.COB ;692;577;156;72; False;102;51;102;48;0;0;;65%;71%;65%;67%;;64;60;89%;83%;18%;16%;
RTCU006.COB ;1559;1020;176;88; True;98;52;98;52;0;0;;56%;59%;56%;59%;;52;52;59%;59%;0%;0%;
RTCU008.COB ;3390;2737;1266;525; False;23;10;23;8;0;0;;2%;2%;2%;2%;;82;69;16%;13%;14%;11%;
RTCU009.COB ;3467;2981;1073;586; False;42;16;42;14;0;0;;4%;3%;4%;2%;;31;24;5%;4%;2%;2%;
RTCU010.COB ;5992;2619;1045;581; False;151;55;151;51;0;0;;14%;9%;14%;9%;;70;51;12%;9%;3%;0%;
RTCU011.COB ;1142;504;257;67; True;79;30;79;30;0;0;;31%;45%;31%;45%;;30;30;45%;45%;0%;0%;
RTCU012.COB ;1465;1317;561;266; False;82;37;80;35;0;0;;15%;14%;14%;13%;;66;48;25%;18%;11%;5%;
RTCU013.COB ;4231;821;234;110; False;27;12;27;10;0;0;;12%;11%;12%;9%;;54;33;49%;30%;38%;21%;
RTCU014.COB ;6326;4925;1576;757; False;97;49;97;47;0;0;;6%;6%;6%;6%;;103;83;14%;11%;8%;5%;
RTCU016.COB ;5439;4440;1908;985; False;66;38;66;36;0;0;;3%;4%;3%;4%;;85;55;9%;6%;5%;2%;
RTCU017.COB ;4022;2645;1266;514; False;11;5;11;3;0;0;;1%;1%;1%;1%;;35;14;7%;3%;6%;2%;
RTCU018.COB ;952;664;355;137; False;47;21;45;19;0;0;;13%;15%;13%;14%;;29;25;21%;18%;6%;4%;
RTCU019.COB ;1131;628;104;45; True;93;39;93;39;0;0;;89%;87%;89%;87%;;39;39;87%;87%;0%;0%;
RTCU020.COB ;4283;1435;485;238; True;107;37;107;37;0;0;;22%;16%;22%;16%;;37;37;16%;16%;0%;0%;
RTCU021.COB ;1582;919;331;129; False;52;25;52;23;0;0;;16%;19%;16%;18%;;28;24;22%;19%;3%;1%;
RTCU022.COB ;5635;4557;1971;984; False;72;40;72;38;0;0;;4%;4%;4%;4%;;98;45;10%;5%;6%;1%;
RTCU024.COB ;1618;1090;397;196; False;24;9;24;7;0;0;;6%;5%;6%;4%;;32;8;16%;4%;11%;0%;
RTCU025.COB ;3981;2769;1320;512; False;9;5;9;3;0;0;;1%;1%;1%;1%;;11;11;2%;2%;1%;1%;
