filename; file size V1; file size V2; LTS size V1; LTS size V2; Equivalent; Explored V1 ; Explored V2 ; matches V1; matches V2; skipped V1; skipped V2;133;%Explored V1;% Explored V2;%Match V1;%Match V2;; Explored V2 ; matches V2;% Ex;% match;Inc ex;inc Match;
ALCS025.COB ;2498;1626;918;454; False;12;7;10;5;0;0;;1%;2%;1%;1%;;17;11;4%;2%;2%;1%;
ALCS026.COB ;4377;2529;1451;682; False;12;7;10;5;0;0;;1%;1%;1%;1%;;38;24;6%;4%;5%;3%;
ALCS027.COB ;3947;2288;1305;601; False;12;7;10;5;0;0;;1%;1%;1%;1%;;43;24;7%;4%;6%;3%;
ALCS028.COB ;3214;2019;1152;553; False;12;7;10;5;0;0;;1%;1%;1%;1%;;17;11;3%;2%;2%;1%;
ALCS029.COB ;3131;1937;1108;538; False;12;7;10;5;0;0;;1%;1%;1%;1%;;17;11;3%;2%;2%;1%;
ALCS030.COB ;2452;1508;907;368; False;12;7;10;5;0;0;;1%;2%;1%;1%;;40;24;11%;7%;9%;6%;
ALCS031.COB ;2486;1589;894;427; False;12;7;10;5;0;0;;1%;2%;1%;1%;;17;11;4%;3%;2%;2%;
ALCS032.COB ;2925;1664;1033;441; False;12;7;10;5;0;0;;1%;2%;1%;1%;;42;24;10%;5%;8%;4%;
ALCS048.COB ;2712;1517;882;389; False;12;7;10;5;0;0;;1%;2%;1%;1%;;17;11;4%;3%;2%;2%;
ALCS049.COB ;3321;1967;1093;489; False;12;7;10;5;0;0;;1%;1%;1%;1%;;17;11;3%;2%;2%;1%;
ALCS065.COB ;2422;1512;895;406; False;14;10;14;8;0;0;;2%;2%;2%;2%;;16;8;4%;2%;2%;0%;
ALCS066.COB ;4426;2716;1246;620; False;14;10;14;8;0;0;;1%;2%;1%;1%;;16;8;3%;1%;1%;0%;
ALCS067.COB ;2012;1272;742;350; False;12;7;10;5;0;0;;2%;2%;1%;1%;;17;11;5%;3%;3%;2%;
ALCS068.COB ;2176;1353;822;376; False;12;7;10;5;0;0;;1%;2%;1%;1%;;17;11;5%;3%;3%;2%;
ALCS070.COB ;2527;1373;885;322; False;6;4;5;2;0;0;;1%;1%;1%;1%;;16;10;5%;3%;4%;2%;
ALCS140.COB ;2678;1191;684;281; False;5;4;5;2;0;0;;1%;1%;1%;1%;;24;16;9%;6%;8%;5%;
ALCS141.COB ;6722;3445;1802;875; False;5;4;5;2;0;0;;0%;0%;0%;0%;;53;31;6%;4%;6%;4%;
ALCS142.COB ;5808;2954;1708;888; False;38;21;36;20;0;0;;2%;2%;2%;2%;;51;33;6%;4%;4%;2%;
ALCS143.COB ;6256;2940;1560;791; False;5;4;5;2;0;0;;0%;1%;0%;0%;;46;33;6%;4%;5%;4%;
ALCS144.COB ;5430;2497;1349;677; False;5;4;5;2;0;0;;0%;1%;0%;0%;;49;31;7%;5%;6%;5%;
ALCS145.COB ;2768;1347;778;358; False;18;12;18;10;0;0;;2%;3%;2%;3%;;20;10;6%;3%;3%;0%;
ALCS146.COB ;5675;3188;1291;720; False;45;23;43;21;0;0;;3%;3%;3%;3%;;29;21;4%;3%;1%;0%;
ALCS147.COB ;8252;4910;1980;1146; False;38;22;36;20;0;0;;2%;2%;2%;2%;;23;20;2%;2%;0%;0%;
ALCS150.COB ;2294;1230;722;315; False;32;18;30;16;0;0;;4%;6%;4%;5%;;24;16;8%;5%;2%;0%;
ALCS151.COB ;2603;1555;803;376; False;33;18;31;16;0;0;;4%;5%;4%;4%;;24;16;6%;4%;1%;0%;
ALCS152.COB ;2191;1120;694;272; False;5;4;5;2;0;0;;1%;1%;1%;1%;;22;14;8%;5%;7%;4%;
ALCS241.COB ;5366;2818;1445;791; False;41;25;39;23;0;0;;3%;3%;3%;3%;;31;23;4%;3%;1%;0%;
ALCS242.COB ;5205;2885;1465;795; False;41;25;39;23;0;0;;3%;3%;3%;3%;;31;23;4%;3%;1%;0%;
ALCS244.COB ;4968;2699;1359;749; False;41;25;39;23;0;0;;3%;3%;3%;3%;;31;23;4%;3%;1%;0%;
ALCS246.COB ;7243;4174;1990;1155; False;42;25;40;23;0;0;;2%;2%;2%;2%;;31;23;3%;2%;1%;0%;
ALCS247.COB ;6953;3981;1773;1043; False;51;29;49;27;0;0;;3%;3%;3%;3%;;35;27;3%;3%;0%;0%;
ALCS248.COB ;7136;3844;1803;1021; False;42;25;40;23;0;0;;2%;2%;2%;2%;;31;23;3%;2%;1%;0%;
ALCS250.COB ;2500;1363;795;349; False;41;25;39;23;0;0;;5%;7%;5%;7%;;31;23;9%;7%;2%;0%;
ALCS251.COB ;2496;1366;795;349; False;41;25;39;23;0;0;;5%;7%;5%;7%;;31;23;9%;7%;2%;0%;
ALCU009.COB ;6114;5744;3763;1375; False;14;5;14;2;0;0;;0%;0%;0%;0%;;146;90;11%;7%;11%;7%;
ALCU014.COB ;781;672;246;100; False;121;56;121;54;0;0;;49%;56%;49%;54%;;63;59;63%;59%;7%;5%;
ALCU020.COB ;2658;1698;525;265; False;84;40;84;38;0;0;;16%;15%;16%;14%;;47;38;18%;14%;3%;0%;
ALCU021.COB ;14828;14376;6698;4165; False;43;20;41;18;0;0;;1%;0%;1%;0%;;22;18;1%;0%;1%;0%;
ALCU022.COB ;2371;1701;654;303; False;104;53;104;51;0;0;;16%;17%;16%;17%;;56;52;18%;17%;1%;0%;
ALCU023.COB ;1309;958;396;160; False;20;10;18;8;0;0;;5%;6%;5%;5%;;24;12;15%;8%;9%;3%;
ALCU024.COB ;2811;2096;877;488; False;42;24;42;22;0;0;;5%;5%;5%;5%;;27;23;6%;5%;1%;0%;
ALCU026.COB ;5431;3803;1484;821; False;40;23;40;21;0;0;;3%;3%;3%;3%;;26;22;3%;3%;0%;0%;
ALCU027.COB ;1359;798;238;108; False;67;31;67;29;0;0;;28%;29%;28%;27%;;37;25;34%;23%;5%;-4%;
ALCU028.COB ;2100;1213;555;284; False;37;19;37;17;0;0;;7%;7%;7%;6%;;28;16;10%;6%;3%;0%;
ALCU029.COB ;6177;3982;905;536; False;40;20;40;18;0;0;;4%;4%;4%;3%;;29;17;5%;3%;1%;0%;
ALCU030.COB ;16361;16090;7477;4773; False;47;24;45;22;0;0;;1%;1%;1%;0%;;77;65;2%;1%;1%;1%;
ALCU031.COB ;1918;1353;278;160; False;49;26;49;24;0;0;;18%;16%;18%;15%;;74;53;46%;33%;30%;18%;
ALCU034.COB ;1104;898;382;146; False;55;28;53;26;0;0;;14%;19%;14%;18%;;36;27;25%;18%;6%;0%;
ALCU036.COB ;1413;996;468;148; False;41;16;39;14;0;0;;9%;11%;8%;9%;;51;39;34%;26%;23%;17%;
ALCU039.COB ;435;407;192;91; False;32;25;32;23;0;0;;17%;27%;17%;25%;;25;18;27%;20%;0%;-5%;
ALCU042.COB ;431;407;190;91; False;32;25;32;23;0;0;;17%;27%;17%;25%;;25;18;27%;20%;0%;-5%;
ALCU045.COB ;2888;2158;875;427; False;74;41;72;39;0;0;;8%;10%;8%;9%;;50;35;12%;8%;2%;-1%;
ALCU047.COB ;1783;993;538;224; False;71;31;69;29;0;0;;13%;14%;13%;13%;;40;36;18%;16%;4%;3%;
ALCU050.COB ;4361;3660;1658;1182; False;37;18;37;16;0;0;;2%;2%;2%;1%;;25;14;2%;1%;0%;0%;
ALCU051.COB ;1211;765;283;163; False;53;30;53;28;0;0;;19%;18%;19%;17%;;38;30;23%;18%;5%;1%;
ALCU052.COB ;1812;1136;465;156; False;89;36;89;34;0;0;;19%;23%;19%;22%;;48;46;31%;29%;8%;7%;
ALCU053.COB ;1396;1063;469;204; False;53;34;53;32;0;0;;11%;17%;11%;16%;;42;34;21%;17%;4%;1%;
ALCU061.COB ;3309;1983;965;452; False;42;24;42;22;0;0;;4%;5%;4%;5%;;27;23;6%;5%;1%;0%;
ALCU062.COB ;1912;1125;531;254; False;46;26;46;24;0;0;;9%;10%;9%;9%;;29;25;11%;10%;1%;1%;
ALCU063.COB ;1916;1420;468;285; False;18;10;18;7;0;0;;4%;4%;4%;2%;;56;41;20%;14%;16%;12%;
ALCU064.COB ;3210;1344;365;184; False;72;39;70;37;0;0;;20%;21%;19%;20%;;50;37;27%;20%;6%;0%;
ALCU065.COB ;2635;1761;600;363; False;53;33;53;26;0;0;;9%;9%;9%;7%;;68;39;19%;11%;10%;4%;
ALCU066.COB ;941;534;187;84; True;53;34;53;34;0;0;;28%;40%;28%;40%;;34;34;40%;40%;0%;0%;
ALCU067.COB ;627;417;95;40; False;18;9;18;7;0;0;;19%;23%;19%;18%;;12;7;30%;18%;7%;-1%;
ALCU068.COB ;782;411;108;57; False;36;24;36;20;0;0;;33%;42%;33%;35%;;39;30;68%;53%;26%;18%;
ALCU069.COB ;1677;1021;524;321; False;111;63;109;61;0;0;;21%;20%;21%;19%;;72;63;22%;20%;2%;1%;
ALCU070.COB ;6206;3961;622;339; False;22;10;20;8;0;0;;4%;3%;3%;2%;;13;9;4%;3%;1%;1%;
ALCU071.COB ;246;222;115;30; False;30;19;30;13;0;0;;26%;63%;26%;43%;;21;9;70%;30%;7%;-13%;
ALCU080.COB ;1215;986;431;189; False;75;37;73;35;0;0;;17%;20%;17%;19%;;123;117;65%;62%;45%;43%;
ALCU081.COB ;1170;890;282;142; False;29;14;29;12;0;0;;10%;10%;10%;8%;;18;8;13%;6%;3%;-2%;
ALCU082.COB ;613;296;105;44; False;29;14;29;12;0;0;;28%;32%;28%;27%;;28;26;64%;59%;32%;32%;
ALCU100.COB ;747;559;142;55; False;34;19;34;17;0;0;;24%;35%;24%;31%;;19;8;35%;15%;0%;-16%;
ALCU101.COB ;2944;1221;557;259; False;24;13;24;8;0;0;;4%;5%;4%;3%;;40;26;15%;10%;10%;7%;
ALCU102.COB ;6585;2581;657;420; False;53;29;53;25;0;0;;8%;7%;8%;6%;;33;25;8%;6%;1%;0%;
ALCU103.COB ;4828;2090;833;430; False;22;13;22;8;0;0;;3%;3%;3%;2%;;60;28;14%;7%;11%;5%;
ALCU250.COB ;1677;1220;675;360; False;59;36;59;34;0;0;;9%;10%;9%;9%;;42;34;12%;9%;2%;0%;
ALCU252.COB ;470;319;132;65; False;76;42;76;39;0;0;;58%;65%;58%;60%;;44;31;68%;48%;3%;-12%;
ALCU254.COB ;3928;3652;1883;1194; False;73;59;73;57;0;0;;4%;5%;4%;5%;;82;57;7%;5%;2%;0%;
ALCU260.COB ;1652;1266;825;472; False;73;41;73;39;0;0;;9%;9%;9%;8%;;50;39;11%;8%;2%;0%;
ALCU261.COB ;875;624;321;156; False;41;22;39;20;0;0;;13%;14%;12%;13%;;53;25;34%;16%;20%;3%;
ALCU262.COB ;1330;877;478;286; False;106;77;104;75;0;0;;22%;27%;22%;26%;;106;96;37%;34%;10%;8%;
ALCU263.COB ;1351;902;385;171; False;96;42;94;40;0;0;;25%;25%;24%;23%;;50;34;29%;20%;4%;-3%;
ALCU264.COB ;447;284;84;55; False;38;40;38;37;0;0;;45%;73%;45%;67%;;49;43;89%;78%;16%;11%;
ALCU265.COB ;876;586;312;139; False;3;5;2;3;0;0;;1%;4%;1%;2%;;33;29;24%;21%;20%;19%;
ALCVD40.COB ;616;451;189;88; False;43;21;41;19;0;0;;23%;24%;22%;22%;;67;31;76%;35%;52%;13%;
ALCVD41.COB ;1235;915;349;208; False;68;32;66;30;0;0;;19%;15%;19%;14%;;48;33;23%;16%;8%;2%;
ALCVD42.COB ;1169;877;337;196; False;68;32;66;30;0;0;;20%;16%;20%;15%;;48;33;24%;17%;8%;2%;
ALCVD43.COB ;1074;765;277;180; False;43;21;41;19;0;0;;16%;12%;15%;11%;;60;38;33%;21%;21%;10%;
ALCVD44.COB ;962;682;235;138; False;43;21;41;19;0;0;;18%;15%;17%;14%;;60;38;43%;28%;28%;14%;
ALCVD45.COB ;800;583;225;128; False;43;21;41;19;0;0;;19%;16%;18%;15%;;60;38;47%;30%;31%;15%;
ALCVD46.COB ;728;534;211;114; False;43;21;41;19;0;0;;20%;18%;19%;17%;;60;38;53%;33%;35%;16%;
ALCVD47.COB ;970;740;305;164; False;68;32;66;30;0;0;;22%;20%;22%;18%;;48;33;29%;20%;9%;2%;
ALCVD69.COB ;795;607;273;121; False;68;32;66;30;0;0;;25%;26%;24%;25%;;84;49;69%;40%;43%;15%;
ALCVD70.COB ;963;741;301;156; False;68;32;66;30;0;0;;23%;21%;22%;19%;;48;33;31%;21%;10%;2%;
ALCVD71.COB ;678;493;201;100; False;43;21;41;19;0;0;;21%;21%;20%;19%;;67;31;67%;31%;46%;12%;
ALCVF01.COB ;1130;900;323;182; False;68;32;66;30;0;0;;21%;18%;20%;16%;;48;33;26%;18%;8%;2%;
ALCVF05.COB ;852;656;285;144; False;68;32;66;30;0;0;;24%;22%;23%;21%;;48;33;33%;23%;11%;2%;
ALCVF08.COB ;1132;842;333;192; False;68;32;66;30;0;0;;20%;17%;20%;16%;;48;33;25%;17%;8%;1%;
ALCVF11.COB ;1618;1131;369;272; False;43;21;41;19;0;0;;12%;8%;11%;7%;;60;38;22%;14%;14%;7%;
ALCVF12.COB ;1711;1197;399;302; False;43;21;41;19;0;0;;11%;7%;10%;6%;;60;38;20%;13%;13%;7%;
ALCVF13.COB ;1565;1099;371;274; False;43;21;41;19;0;0;;12%;8%;11%;7%;;60;38;22%;14%;14%;7%;
ALCVF14.COB ;1127;844;331;190; False;68;32;66;30;0;0;;21%;17%;20%;16%;;48;33;25%;17%;8%;1%;
ALCVF21.COB ;836;642;281;140; False;68;32;66;30;0;0;;24%;23%;23%;21%;;48;33;34%;24%;11%;3%;
AMPB402.COB ;1350;1010;317;160; False;173;101;171;99;0;0;;55%;63%;54%;62%;;107;97;67%;61%;4%;-1%;
AMPB424.COB ;1576;1259;429;260; False;254;180;252;179;0;0;;59%;69%;59%;69%;;191;182;73%;70%;4%;1%;
AMPB431.COB ;3845;2636;523;292; False;97;58;97;56;0;0;;19%;20%;19%;19%;;83;71;28%;24%;8%;5%;
AMPB432.COB ;2124;1151;315;157; False;92;56;92;50;0;0;;29%;36%;29%;32%;;62;50;39%;32%;3%;0%;
AMPB433.COB ;3033;1332;387;201; False;119;72;119;70;0;0;;31%;36%;31%;35%;;78;70;39%;35%;3%;0%;
AMPB434.COB ;3047;1344;387;201; False;119;72;119;70;0;0;;31%;36%;31%;35%;;78;70;39%;35%;3%;0%;
AMPB500.COB ;1766;1164;423;241; False;84;48;82;48;0;0;;20%;20%;19%;20%;;77;57;32%;24%;12%;4%;
AMPB910.COB ;3067;2539;1609;468; False;107;65;107;63;0;0;;7%;14%;7%;13%;;69;59;15%;13%;1%;0%;
AMPC100.COB ;2001;1279;688;260; False;13;10;13;8;0;0;;2%;4%;2%;3%;;16;8;6%;3%;2%;0%;
AMPC110.COB ;2156;1399;749;273; False;13;10;13;8;0;0;;2%;4%;2%;3%;;16;8;6%;3%;2%;0%;
AMPC120.COB ;2156;1399;749;273; False;13;10;13;8;0;0;;2%;4%;2%;3%;;16;8;6%;3%;2%;0%;
AMPC130.COB ;1930;1222;660;251; False;13;10;13;8;0;0;;2%;4%;2%;3%;;16;8;6%;3%;2%;0%;
AMPC140.COB ;2227;1452;777;280; False;13;10;13;8;0;0;;2%;4%;2%;3%;;16;8;6%;3%;2%;0%;
AMPC150.COB ;2225;1454;774;282; False;13;10;13;8;0;0;;2%;4%;2%;3%;;16;8;6%;3%;2%;0%;
AMPC160.COB ;2227;1452;777;280; False;13;10;13;8;0;0;;2%;4%;2%;3%;;16;8;6%;3%;2%;0%;
AMPP423.COB ;1920;2093;1140;499; False;58;22;56;20;0;0;;5%;4%;5%;4%;;47;33;9%;7%;5%;3%;
AMPP426.COB ;3709;3371;595;215; False;58;25;56;23;0;0;;10%;12%;9%;11%;;41;24;19%;11%;7%;0%;
AMPP428.COB ;5892;5319;698;193; False;120;41;118;41;0;0;;17%;21%;17%;21%;;65;48;34%;25%;13%;4%;
AMPP429.COB ;2080;1658;357;124; False;122;82;122;54;0;0;;34%;66%;34%;44%;;84;54;68%;44%;2%;0%;
AMPP440.COB ;696;558;207;84; False;9;9;8;7;0;0;;4%;11%;4%;8%;;31;31;37%;37%;26%;29%;
AMPP505.COB ;1017;771;193;96; False;83;43;83;41;0;0;;43%;45%;43%;43%;;87;69;91%;72%;46%;29%;
AMPS001.COB ;2034;1004;582;256; False;13;6;11;4;0;0;;2%;2%;2%;2%;;16;10;6%;4%;4%;2%;
AMPU025.COB ;1012;778;515;165; False;20;7;18;5;0;0;;4%;4%;3%;3%;;52;18;32%;11%;28%;8%;
AMPU027.COB ;1117;853;445;204; False;47;23;47;21;0;0;;11%;11%;11%;10%;;34;21;17%;10%;6%;0%;
AMPU028.COB ;326;154;65;10; True;25;8;25;8;0;0;;38%;80%;38%;80%;;8;8;80%;80%;0%;0%;
AMPU029.COB ;615;274;115;52; False;22;9;20;7;0;0;;19%;17%;17%;13%;;31;15;60%;29%;43%;16%;
AMPU101.COB ;516;307;97;46; False;39;17;37;15;0;0;;40%;37%;38%;33%;;24;13;52%;28%;15%;-5%;
AMPU800.COB ;4109;2371;126;73; False;14;9;14;5;0;0;;11%;12%;11%;7%;;17;11;23%;15%;11%;8%;
AMPU801.COB ;678;381;138;67; False;19;14;19;8;0;0;;14%;21%;14%;12%;;24;16;36%;24%;15%;12%;
CAPB005.COB ;4526;3471;1616;866; False;140;84;138;82;0;0;;9%;10%;9%;9%;;98;82;11%;9%;1%;0%;
CAPB006.COB ;2824;2191;783;459; False;187;109;185;107;0;0;;24%;24%;24%;23%;;123;105;27%;23%;3%;0%;
CAPB081.COB ;1628;1144;398;179; False;83;46;83;44;0;0;;21%;26%;21%;25%;;94;83;53%;46%;27%;21%;
CAPB082.COB ;1617;1140;396;179; False;83;46;83;44;0;0;;21%;26%;21%;25%;;94;83;53%;46%;27%;21%;
CAPB083.COB ;1700;1123;380;178; False;160;83;160;81;0;0;;42%;47%;42%;46%;;88;78;49%;44%;2%;-2%;
CAPB087.COB ;1465;1036;306;169; False;94;55;92;55;0;0;;31%;33%;30%;33%;;73;53;43%;31%;10%;-2%;
CAPP001.COB ;1874;1312;425;201; False;54;29;52;27;0;0;;13%;14%;12%;13%;;38;27;19%;13%;5%;0%;
CAPP002.COB ;2529;1831;676;339; False;63;31;63;29;0;0;;9%;9%;9%;9%;;34;30;10%;9%;1%;0%;
CAPP003.COB ;4441;3250;1523;806; False;72;31;72;29;0;0;;5%;4%;5%;4%;;34;30;4%;4%;0%;0%;
CAPP011.COB ;2066;1384;479;208; False;75;44;75;42;0;0;;16%;21%;16%;20%;;56;42;27%;20%;6%;0%;
CAPP012.COB ;3234;2145;951;429; False;69;30;69;28;0;0;;7%;7%;7%;7%;;38;28;9%;7%;2%;0%;
CAPP013.COB ;686;444;151;55; False;60;28;60;26;0;0;;40%;51%;40%;47%;;33;24;60%;44%;9%;-3%;
CAPP014.COB ;1132;750;255;129; False;52;30;52;28;0;0;;20%;23%;20%;22%;;64;45;50%;35%;27%;13%;
CAPP015.COB ;1902;1324;488;259; False;50;30;50;28;0;0;;10%;12%;10%;11%;;38;28;15%;11%;3%;0%;
CAPP016.COB ;742;600;213;85; False;26;9;24;7;0;0;;12%;11%;11%;8%;;48;34;56%;40%;45%;32%;
CAPP017.COB ;742;600;213;85; False;26;9;24;7;0;0;;12%;11%;11%;8%;;48;34;56%;40%;45%;32%;
CAPP022.COB ;649;438;143;55; False;60;28;60;26;0;0;;42%;51%;42%;47%;;33;24;60%;44%;9%;-3%;
CAPP023.COB ;1068;824;270;121; False;33;12;33;10;0;0;;12%;10%;12%;8%;;73;52;60%;43%;50%;35%;
CAPP026.COB ;1519;1107;359;148; False;45;27;45;25;0;0;;13%;18%;13%;17%;;52;33;35%;22%;17%;5%;
CAPP027.COB ;302;269;73;17; False;52;17;52;15;0;0;;71%;100%;71%;88%;;17;17;100%;100%;0%;12%;
CAPP028.COB ;387;293;79;30; False;46;18;46;16;0;0;;58%;60%;58%;53%;;25;21;83%;70%;23%;17%;
CAPP032.COB ;1307;963;346;166; False;67;39;67;37;0;0;;19%;23%;19%;22%;;56;42;34%;25%;11%;3%;
CAPP033.COB ;1048;770;287;131; False;69;48;69;44;0;0;;24%;37%;24%;34%;;56;48;43%;37%;6%;3%;
CAPP039.COB ;1927;1285;527;228; False;38;15;36;13;0;0;;7%;7%;7%;6%;;77;59;34%;26%;27%;20%;
CAPP043.COB ;2237;1539;618;284; False;57;30;57;28;0;0;;9%;11%;9%;10%;;38;28;13%;10%;2%;0%;
CAPP046.COB ;2433;1419;501;231; False;60;30;60;25;0;0;;12%;13%;12%;11%;;40;27;17%;12%;4%;1%;
CAPP047.COB ;2918;1518;593;246; False;63;30;63;25;0;0;;11%;12%;11%;10%;;40;27;16%;11%;4%;1%;
CAPP048.COB ;2820;1443;684;245; False;61;29;61;27;0;0;;9%;12%;9%;11%;;35;27;14%;11%;2%;0%;
CAPP049.COB ;1256;913;267;91; False;104;50;104;48;0;0;;39%;55%;39%;53%;;50;40;55%;44%;0%;-9%;
CAPP050.COB ;2854;1472;565;239; False;61;30;61;25;0;0;;11%;13%;11%;10%;;40;27;17%;11%;4%;1%;
CAPP061.COB ;2816;1729;605;257; False;49;24;49;19;0;0;;8%;9%;8%;7%;;34;21;13%;8%;4%;1%;
CAPP063.COB ;1516;996;373;141; False;95;45;93;45;0;0;;25%;32%;25%;32%;;59;42;42%;30%;10%;-2%;
CAPP064.COB ;2091;1461;511;221; False;34;23;34;21;0;0;;7%;10%;7%;10%;;37;29;17%;13%;7%;3%;
CAPP070.COB ;589;481;106;41; False;83;33;83;31;0;0;;78%;80%;78%;76%;;33;25;80%;61%;0%;-15%;
CAPP071.COB ;710;561;177;61; False;102;51;102;49;0;0;;58%;84%;58%;80%;;58;50;95%;82%;11%;2%;
CAPP073.COB ;749;544;174;57; False;85;46;85;44;0;0;;49%;81%;49%;77%;;46;46;81%;81%;0%;4%;
CAPP084.COB ;2340;1303;443;220; False;65;35;65;33;0;0;;15%;16%;15%;15%;;38;34;17%;15%;1%;0%;
CAPP085.COB ;2359;1308;441;221; False;69;35;69;33;0;0;;16%;16%;16%;15%;;38;34;17%;15%;1%;0%;
CAPP086.COB ;1109;741;217;81; True;83;33;83;33;0;0;;38%;41%;38%;41%;;33;33;41%;41%;0%;0%;
CAPS001.COB ;5300;3505;1660;955; False;15;12;15;10;0;0;;1%;1%;1%;1%;;18;10;2%;1%;1%;0%;
CAPS002.COB ;8150;5347;2645;1523; False;15;12;15;10;0;0;;1%;1%;1%;1%;;18;10;1%;1%;0%;0%;
CAPS003.COB ;3794;2135;1090;578; False;15;12;15;10;0;0;;1%;2%;1%;2%;;18;10;3%;2%;1%;0%;
CAPS004.COB ;5075;2846;1499;791; False;15;12;15;10;0;0;;1%;2%;1%;1%;;18;10;2%;1%;0%;0%;
CAPS005.COB ;2737;1488;780;356; False;15;12;15;10;0;0;;2%;3%;2%;3%;;18;10;5%;3%;2%;0%;
CAPS006.COB ;4645;2616;1286;670; False;15;12;15;10;0;0;;1%;2%;1%;1%;;18;10;3%;1%;1%;0%;
CAPS007.COB ;2993;1814;977;461; False;15;12;15;10;0;0;;2%;3%;2%;2%;;18;10;4%;2%;1%;0%;
CAPU004.COB ;2118;1525;773;379; False;43;26;41;24;0;0;;6%;7%;5%;6%;;45;22;12%;6%;5%;0%;
CAPU005.COB ;853;716;236;98; False;48;29;48;27;0;0;;20%;30%;20%;28%;;36;25;37%;26%;7%;-2%;
CAPVA01.COB ;960;741;255;158; False;43;21;41;19;0;0;;17%;13%;16%;12%;;60;38;38%;24%;25%;12%;
CAPVA02.COB ;1236;891;313;216; False;43;21;41;19;0;0;;14%;10%;13%;9%;;60;38;28%;18%;18%;9%;
CAPVA03.COB ;1101;870;329;188; False;68;32;66;30;0;0;;21%;17%;20%;16%;;48;33;26%;18%;9%;2%;
CAPVA04.COB ;1369;1072;379;238; False;68;32;66;30;0;0;;18%;13%;17%;13%;;48;33;20%;14%;7%;1%;
CAPVA05.COB ;736;541;213;116; False;43;21;41;19;0;0;;20%;18%;19%;16%;;60;38;52%;33%;34%;17%;
CAPVA06.COB ;836;611;233;136; False;43;21;41;19;0;0;;18%;15%;18%;14%;;60;38;44%;28%;29%;14%;
CAPVA07.COB ;805;628;275;123; False;68;32;66;30;0;0;;25%;26%;24%;24%;;84;49;68%;40%;42%;16%;
CVDB001.COB ;7263;5221;2142;1390; False;137;81;137;79;0;0;;6%;6%;6%;6%;;139;117;10%;8%;4%;2%;
CVDB002.COB ;4923;3200;1235;673; False;134;80;134;78;0;0;;11%;12%;11%;12%;;110;93;16%;14%;4%;2%;
CVDB003.COB ;1595;1095;314;153; False;154;82;154;80;0;0;;49%;54%;49%;52%;;88;88;58%;58%;4%;6%;
CVDB004.COB ;3214;2040;806;423; False;134;80;134;78;0;0;;17%;19%;17%;18%;;108;92;26%;22%;7%;4%;
CVDB010.COB ;1811;1124;433;194; False;60;33;58;31;0;0;;14%;17%;13%;16%;;44;36;23%;19%;6%;3%;
CVDB011.COB ;1799;1110;435;221; False;111;63;110;61;0;0;;26%;29%;25%;28%;;112;96;51%;43%;22%;15%;
CVDB101.COB ;1775;1257;437;215; False;66;43;66;40;0;0;;15%;20%;15%;19%;;61;46;28%;21%;8%;2%;
CVDB105.COB ;1999;1390;456;251; False;90;60;90;58;0;0;;20%;24%;20%;23%;;67;58;27%;23%;3%;0%;
CVDB202.COB ;1879;1103;472;242; False;65;33;63;31;0;0;;14%;14%;13%;13%;;118;106;49%;44%;35%;31%;
CVDC001.COB ;3081;2283;1252;586; False;22;15;22;7;0;0;;2%;3%;2%;1%;;23;7;4%;1%;1%;0%;
CVDC002.COB ;2104;1512;783;332; False;20;18;20;5;0;0;;3%;5%;3%;2%;;20;5;6%;2%;1%;0%;
CVDC003.COB ;2054;1491;777;335; False;20;18;20;5;0;0;;3%;5%;3%;1%;;20;5;6%;1%;1%;0%;
CVDC004.COB ;2207;1683;899;443; False;22;11;22;7;0;0;;2%;2%;2%;2%;;15;7;3%;2%;1%;0%;
CVDC005.COB ;1628;1063;631;250; False;32;15;30;13;0;0;;5%;6%;5%;5%;;50;38;20%;15%;14%;10%;
CVDC006.COB ;2674;2073;1091;508; False;12;7;12;5;0;0;;1%;1%;1%;1%;;22;5;4%;1%;3%;0%;
CVDC007.COB ;2374;1787;929;465; False;22;15;22;7;0;0;;2%;3%;2%;2%;;21;7;5%;2%;2%;0%;
CVDC010.COB ;1588;1011;610;242; False;18;7;18;5;0;0;;3%;3%;3%;2%;;11;7;5%;3%;2%;1%;
CVDP005.COB ;1535;971;246;116; False;66;30;64;28;0;0;;27%;26%;26%;24%;;40;38;34%;33%;8%;9%;
CVDP006.COB ;1227;851;232;78; False;138;69;136;67;0;0;;59%;88%;59%;86%;;71;63;91%;81%;3%;-5%;
CVDP007.COB ;1706;1041;276;134; False;80;36;78;34;0;0;;29%;27%;28%;25%;;46;44;34%;33%;7%;8%;
CVDP008.COB ;1244;863;236;79; False;142;70;140;68;0;0;;60%;89%;59%;86%;;72;64;91%;81%;2%;-5%;
CVDP009.COB ;1526;950;321;107; False;61;29;61;27;0;0;;19%;27%;19%;25%;;32;28;30%;26%;3%;1%;
CVDP100.COB ;2904;1942;755;352; False;71;30;71;28;0;0;;9%;9%;9%;8%;;33;29;9%;8%;0%;0%;
CVDP102.COB ;2926;1679;635;369; False;76;48;76;46;0;0;;12%;13%;12%;12%;;66;49;18%;13%;5%;1%;
CVDP103.COB ;2894;1637;644;353; False;66;41;66;39;0;0;;10%;12%;10%;11%;;55;41;16%;12%;4%;1%;
CVDP104.COB ;1143;862;224;79; False;70;28;68;28;0;0;;31%;35%;30%;35%;;39;31;49%;39%;14%;4%;
